"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2014-09-26T00:00:00.000Z""","CAN"," Timmins Airport, ON (YTS)","Beechcraft A100 King Air","C-FEYT","Air Creebec","","CAN","Landing","Accident",0,true,false,true,"","B350",false,true,2,"Turboprop","","[]","RS",2014
"""2014-09-27T00:00:00.000Z""","FRA","AD Le Luc Le Cannet","PILATUS PC6","F-GVTF","France ",,"FRA","Taxi","Accident",0,true,false,false,"None","PC6P",false,true,1,"Piston","","[""GCOL""]","RS",2014
"""2014-09-27T00:00:00.000Z""","MMR","near Putao","EUROCOPTER EC130 B4","HS-CCN","Thailand ","","THA","En route","Accident",1,true,false,false,"Fatal","EC30",true,false,1,"Turboprop","","[""UNK""]","UNK",2014
"""2014-09-28T00:00:00.000Z""","PRI"," Ceiba-Jose Aponte de la Torre Airport","PADC/Pilatus BN-2A-26 Islander","N906GD","Air Flamenco","","USA","Taxi","Accident",0,true,false,false,"","BN2P",false,true,2,"Piston","","[]","RS",2014
"""2014-09-28T00:00:00.000Z""","CAN"," La Tabati�re Airport, QC (ZLT)","DHC-6 Twin Otter 300","C-GKSN","Air Labrador","","CAN","Landing","Accident",0,true,false,false,"","DHC6",false,true,2,"Turboprop","","[]","RS",2014
"""2014-10-01T00:00:00.000Z""","NLD"," Amsterdam-Schiphol International Airport (AMS)","Embraer ERJ 190-100 STD (ERJ-190STD)","PH-EZV","KLM Cityhopper","NLD","NLD","Landing","Accident","",true,true,true,"","E50P",false,true,2,"Jet","","[]","RS",2014
"""2014-10-02T00:00:00.000Z""","FRA","Bart","EUROCOPTER EC130 B4","HB-ZJC","Switzerland ",,"CHE","Manoeuvring","Accident",5,true,false,"","Fatal","EC30",true,false,1,"Turboprop","","[""UIMC"",""CFIT""]","CFIT",2014
"""2014-10-03T00:00:00.000Z""","ARG","EnRoute","BOEING 777 200","N772AN","United States American Airlines Inc.","USA","USA","En route","Accident","",true,true,true,"Serious","B37M",false,true,2,"Jet","","[""TURB""]","TURB",2014
"""2014-10-03T00:00:00.000Z""","AUS","Broome","FOKKER F28 100","VH-FNU","Australia Unknown","","AUS","Standing","Accident",0,true,true,"","None","F28",false,true,2,"Jet","","[""RE""]","RS",2014
"""2014-10-05T00:00:00.000Z""","USA","JFK","EMBRAER EMB145","N572RP","United States ","USA","USA","Standing","Accident",0,true,true,true,"Unknown","E145",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-10-05T00:00:00.000Z""","THA","Bangkok","AIRBUS A330 300","HS-TEJ","Thailand Thai Airways Co. Ltd.","THA","THA","Approach","Accident","",true,true,true,"Serious","A359",false,true,2,"Jet","","[""TURB""]","TURB",2014
"""2014-10-05T00:00:00.000Z""","USA","JFK","AIRBUS A340 200","JY-AID","Jordan Royal Jordanian Airlines","JOR","JOR","Taxi","Accident",0,true,true,true,"Unknown","BE20",false,true,2,"Turboprop","","[""GCOL""]","RS",2014
"""2014-10-07T00:00:00.000Z""","IRL","LINK 2 EIDW","BOEING 737 800","EI-EKK","Ireland Ryanair","IRL","IRL","Taxi","Accident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-10-07T00:00:00.000Z""","IRL","LINK 2 EIDW","BOEING 737 800","EI-EMH","Ireland Ryanair","IRL","IRL","Taxi","Accident",0,true,true,true,"None","B38M",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-10-12T00:00:00.000Z""","DOM"," Punta Cana International Airport (PUJ)","British Aerospace 3101 Jetstream 31","HI816","ACSA - Air Century",,"DOM","Landing","Accident","",true,true,"","","JS31",false,true,2,"Turboprop","","[]","RS",2014
"""2014-10-13T00:00:00.000Z""","","Milwaukee","E145","N14143","Expressjet",,"USA","","Accident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2014
"""2014-10-13T00:00:00.000Z""","ITA","Milano Linate Airport LIML","CESSNA 525 A","OE-FLP","Austria ",,"AUT","Taxi","Accident",0,true,false,false,"None","C525",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-10-16T00:00:00.000Z""","VEN"," Los Roques Airport (LRV)","Beechcraft 200 Super King Air","YVO107","SATA","","VEN","Landing","Accident",0,true,true,false,"","BE20",false,true,2,"Turboprop","","[]","RS",2014
"""2014-10-16T00:00:00.000Z""","USA"," Lanai Airport, HI (LNY)","Boeing 737-330 (SF)","N301KH","Aloha Air Cargo",,"USA","Take-off","Accident","",true,true,"","","B37M",false,true,2,"Jet","","[]","RS",2014
"""2014-10-18T00:00:00.000Z""","IND","20NM south of WP MB372","AIRBUS A380 800","9V-SKJ","Singapore Singapore Airlines Limited","SGP","SGP","En route","Accident","",true,true,true,"Serious","A30B",false,true,2,"Jet","","[""WSTRW""]","OTH",2014
"""2014-10-19T00:00:00.000Z""","ESP","Pla de santa Maria ULM field","Not mapped","EC-ZYC"," ","","ESP","Landing","Accident",1,true,true,"","Fatal","B74D",false,true,4,"Jet","","[""RE""]","RS",2014
"""2014-10-20T00:00:00.000Z""","DEU","Braunschweig","DORNIER 328","D-CPWF","Germany Private Wings Flugcharter GmbH",,"DEU","Landing","Accident",0,true,true,false,"None","J328",false,true,2,"Jet","","[""ARC""]","RS",2014
"""2014-10-20T00:00:00.000Z""","RUS"," Moskva-Vnukovo Airport (VKO)","Dassault Falcon 50EX","F-GLSA","Unijet","","FRA","Take-off","Accident",4,true,true,false,"Fatal","FA50",false,true,3,"Jet","","[]","LOC-I",2014
"""2014-10-21T00:00:00.000Z""","","Atlantic","A346","G-VRED","Virgin Atlantic",,"GBR","","Accident","",true,true,"","","A346",false,true,4,"Jet","","[]","",2014
"""2014-10-22T00:00:00.000Z""","CYP","EnRoute 40 NM east of the coast of Larnaca","DIAMOND DA42","5B-CLI","Cyprus Griffon Aviation (Cyprus) Limited","","CYP","En route","Accident",2,false,false,"","Fatal","DA40",false,true,1,"Piston","","[""UNK""]","UNK",2014
"""2014-10-22T00:00:00.000Z""","USA"," Minneapolis-St. Paul International Airport, MN (MSP)","Boeing 757-232 (WL)","N67171","Delta Air Lines","USA","USA","Standing","Accident",0,true,true,true,"","ST75",false,true,1,"Piston","","[]","RS",2014
"""2014-10-22T00:00:00.000Z""","USA","Near concourse G, KMSP","EMBRAER ERJ175","N-622CZ","United States ","USA","USA","Standing","Accident",0,true,true,true,"None","E75S",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-10-22T00:00:00.000Z""","","Dallas","MD83","N438AA","American",,"USA","","Accident","",true,true,"","","MD83",false,true,2,"Jet","","[]","",2014
"""2014-10-22T00:00:00.000Z""","BRA","Campo Grande City, State of Mato Grosso do Sul","BEECH 58","PT-WFO","Brazil Other","","BRA","Landing","Accident",0,true,false,false,"None","BE58",false,true,2,"Piston","","[""SCF-NP""]","SCF",2014
"""2014-10-23T00:00:00.000Z""","BHS","","CESSNA 310","N-310WL","United States ","","USA","Unknown","Accident",1,true,false,"","Fatal","C310",false,true,2,"Piston","","[""UNK""]","UNK",2014
"""2014-10-24T00:00:00.000Z""","","Shanghai","B744","B-2433","Great Wall",,"CHN","","Accident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2014
"""2014-10-24T00:00:00.000Z""","","Springfield","E145","N11187","Expressjet",,"USA","","Accident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2014
"""2014-10-24T00:00:00.000Z""","PAN","","NORTH AMERICAN NA265","N100EJ"," ","","USA","Landing","Accident",0,true,true,"","None","SBR1",false,true,2,"Jet","","[""SCF-NP""]","SCF",2014
"""2014-10-24T00:00:00.000Z""","FRA"," Lorient-Lann Bihou� Airport (LRT)","Reims Cessna F406 Caravan II","F-ZBEP","French Customs","","FRA","Landing","Accident",0,true,false,false,"","F406",false,true,2,"Turboprop","","[]","RS",2014
"""2014-10-24T00:00:00.000Z""","MEX"," Laguna de Tres Palos","Cessna 208 Caravan I","XA-WET","FlyWet","","MEX","Take-off","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2014
"""2014-10-25T00:00:00.000Z""","COD","Shabunda","LET L410 UVP","9Q-COT","Congo, The Democratic Republic Of ",,"COD","Approach","Accident","",true,true,"","Serious","L410",false,true,2,"Turboprop","","[""USOS""]","RS",2014
"""2014-10-25T00:00:00.000Z""","DZA"," Tamanrasset-Aguemar Airport (TMR)","Learjet 35A","D-CFAX","FAI Air Service","","DEU","Take-off","Accident",0,true,true,false,"","LJ35",false,true,2,"Jet","","[]","RS",2014
"""2014-10-28T00:00:00.000Z""","FRA","AD Toussus-le-Noble (78)","BEECH 100","N702TD","France ",,"USA","Landing","Accident",0,true,false,false,"None","BE10",false,true,2,"Turboprop","","[""RE"",""USOS""]","RS",2014
"""2014-10-28T00:00:00.000Z""","BRA","Manaus City, Amazonas of State","BEECH 95","PT-KIL","Brazil Other","","BRA","Landing","Accident",0,true,false,false,"None","BE95",false,true,2,"Piston","","[""LOC-G""]","RS",2014
"""2014-10-28T00:00:00.000Z""","","Accra","B462","9G-SBD","Starbow",,"GHA","","Accident","",true,true,"","","B462",false,true,4,"Jet","","[]","",2014
"""2014-10-29T00:00:00.000Z""","SXM","1,5 km W off Sint Maarten-Juliana Airport (SXM)","Shorts 360-200","N380MQ","SkyWay Enterprises",,"USA","Initial Climb","Accident",2,true,true,"","Fatal","SH36",false,true,2,"Turboprop","","[]","UNK",2014
"""2014-10-30T00:00:00.000Z""","USA"," Wichita-Mid-Continent Airport, KS (ICT)","Beechcraft B200 King Air","N52SZ","Gilleland Aviation","","USA","Take-off","Accident",1,true,true,false,"Fatal","BE20",false,true,2,"Turboprop","","[]","LOC-I",2014
"""2014-11-01T00:00:00.000Z""","BOL"," Santa Cruz-Viru Viru International Airport (VVI)","de Havilland DH-114 Heron","N82D","private","","USA","En route","Accident",0,true,true,false,"","HERN",false,true,4,"Piston","","[]","TURB",2014
"""2014-11-04T00:00:00.000Z""","","Leeds","A388","F-HPJD","Air France",,"FRA","","Accident","",true,true,"","","A388",false,true,4,"Jet","","[]","",2014
"""2014-11-04T00:00:00.000Z""","","enroute","B737","C-GWSP","Westjet",,"CAN","","Accident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2014
"""2014-11-06T00:00:00.000Z""","CAN"," Edmonton International Airport, AB (YEG)","DHC-8-402Q Dash 8","C-GGBF","Jazz Aviation, opf. Air Canada Express","CAN","CAN","Landing","Accident","",true,true,true,"","DH8B",false,true,2,"Turboprop","","[]","RS",2014
"""2014-11-06T00:00:00.000Z""","IND","Surat Gujarat's runway 04","BOEING 737 800","VT-SGK","India Spicejet","IND","IND","Take-off","Accident","",true,true,true,"None","B37M",false,true,2,"Jet","","[""RI""]","RS",2014
"""2014-11-07T00:00:00.000Z""","AFG"," Kabul Airport (KBL)","Boeing 737-4Y0","YA-PIE","Ariana Afghan Airlines","AFG","AFG","Landing","Accident","",true,true,true,"","B37M",false,true,2,"Jet","","[]","RS",2014
"""2014-11-09T00:00:00.000Z""","BHS","Freeport airport RWY 06","LEARJET 35 A","N17UF","United States ",,"USA","Approach","Accident",9,true,true,false,"Fatal","LJ35",false,true,2,"Jet","","[""CTOL""]","OTH",2014
"""2014-11-13T00:00:00.000Z""","RUS","","MIL MI2","RA-14279"," ",,"RUS","Take-off","Accident",0,true,false,"","Unknown","MI2",true,false,2,"Turboprop","","[""UNK""]","UNK",2014
"""2014-11-14T00:00:00.000Z""","SSD"," Panyagor Airstrip","British Aerospace BAe-748-399 Srs. 2B LFD","5Y-BVQ","Global Airlift","","KEN","Landing","Accident",2,true,true,false,"Fatal","JS41",false,true,2,"Turboprop","","[]","RS",2014
"""2014-11-18T00:00:00.000Z""","","Kuala Lumpur","A320","9M-AJN","Air Asia",,"MYS","","Accident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2014
"""2014-11-19T00:00:00.000Z""","IND","Indore","CESSNA 152","VT-EUE","India ","","IND","Take-off","Accident",1,false,false,"","Fatal","C152",false,true,1,"Piston","","[""UNK""]","UNK",2014
"""2014-11-20T00:00:00.000Z""","CAN","Yellowknife","CESSNA 208 B","C-FKAY","Canada ",,"CAN","En route","Accident",0,true,false,true,"None","C208",false,true,1,"Turboprop","","[""UNK""]","UNK",2014
"""2014-11-20T00:00:00.000Z""","RUS","Novoliteevo","AEROSPATIALE AS350 B3","RA-04032"," ",,"RUS","Approach","Accident",5,true,false,"","Fatal","AS50",true,false,1,"Turboprop","","[""UNK""]","UNK",2014
"""2014-11-21T00:00:00.000Z""","USA"," Houston-Sugar Land Regional Airport, TX (SGR)","Embraer EMB-500 Phenom 100","N584JS","JetSuite","","USA","Landing","Accident",0,true,false,false,"","E50P",false,true,2,"Jet","","[]","RS",2014
"""2014-11-24T00:00:00.000Z""","NOR","Sola","BOEING 737 800","LN-RRS","Sweden Scandinavian Airlines System","SWE","NOR","Taxi","Accident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-11-24T00:00:00.000Z""","","Libreville","B748","LX-VCC","Cargolux",,"LUX","","Accident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2014
"""2014-11-24T00:00:00.000Z""","GBR","London","GULFSTREAM G1159A","N103CD"," ",,"USA","Take-off","Accident",0,true,true,false,"Unknown","GLF3",false,true,2,"Jet","","[""RE""]","RS",2014
"""2014-11-25T00:00:00.000Z""","RUS","Ulyanovsk","BEECH 300","RA-02778"," ",,"RUS","Landing","Accident",0,true,true,false,"None","B350",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2014
"""2014-11-28T00:00:00.000Z""","IND","Guwahati","PILATUS PC12 45","VT-DAR","India Deccan Aviation Pvt. Ltd","","IND","Landing","Accident",0,true,false,false,"None","PC12",false,true,1,"Turboprop","","[""SCF-NP""]","SCF",2014
"""2014-11-29T00:00:00.000Z""","","Ilorin","AT72","5N-BPG","Overland",,"NGA","","Accident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2014
"""2014-11-30T00:00:00.000Z""","PNG","Mt. Kare","BELL 206 L","P2-HBS","Papua New Guinea ",,"PNG","Approach","Accident",0,false,false,"","Serious","P39",false,true,1,"Piston","","[""USOS"",""ARC""]","RS",2014
"""2014-12-02T00:00:00.000Z""","BHS","New Providence","PIPER PA31 350","C6-REV","Bahamas ","","BHS","Approach","Accident",1,true,false,false,"Fatal","PA47",false,true,1,"Jet","","[""UNK""]","UNK",2014
"""2014-12-03T00:00:00.000Z""","SAU","Riyadh","CESSNA 340","N340JC"," ","","USA","Landing","Accident",0,true,false,"","Unknown","C340",false,true,2,"Piston","","[""USOS""]","RS",2014
"""2014-12-03T00:00:00.000Z""","GBR","Stansted","BOEING 737 800","EI-EXF"," ","","IRL","Unknown","Accident",0,true,true,"","None","B37M",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-12-04T00:00:00.000Z""","BLZ"," Belize City Municipal Airport (TZA)","Cessna 208B Grand Caravan","V3-HHU","Tropic Air","","BLZ","Landing","Accident",0,true,false,true,"","C208",false,true,1,"Turboprop","","[]","RS",2014
"""2014-12-04T00:00:00.000Z""","PRT","","SCHWEIZER 269C 1","CS-HFD","Portugal Nortavia","","PRT","En route","Accident",2,false,false,"","Fatal","H269",true,false,1,"Piston","","[""UNK""]","UNK",2014
"""2014-12-04T00:00:00.000Z""","CHE","Zurich LSZH","ATR ATR72 200","D-ANFE","Austria Avanti Air","DEU","DEU","Landing","Accident","",true,true,true,"None","BE20",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2014
"""2014-12-06T00:00:00.000Z""","","Rome","A332","N289AY","US Airways",,"USA","","Accident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2014
"""2014-12-07T00:00:00.000Z""","","Doha","A320","A7-AHX","Qatar",,"QAT","","Accident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2014
"""2014-12-07T00:00:00.000Z""","GBR","Stansted","BOEING 737 800","EI-DPP"," ","","IRL","Taxi","Accident",0,true,true,"","None","B37M",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-12-07T00:00:00.000Z""","TCA","Providenciales","BEECH 99","VQ-THL"," ",,"TCA","Landing","Accident",0,true,false,true,"None","BE99",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2014
"""2014-12-08T00:00:00.000Z""","USA","1 km NW of Gaithersburg-Montgomery County Airport, MD (GAI)","Embraer EMB-500 Phenom 100","N100EQ","Sage Aviation","","USA","Approach","Accident",3,true,false,false,"Fatal","E50P",false,true,2,"Jet","","[]","CFIT",2014
"""2014-12-12T00:00:00.000Z""","USA"," Baltimore/Washington International Thurgood Marshall Airport, MD (BWI","Boeing 737-76N (WL)","N7710A","Southwest Airlines","USA","USA","Approach","Accident","",true,true,true,"","B37M",false,true,2,"Jet","","[]","TURB",2014
"""2014-12-12T00:00:00.000Z""","AUS","Jabiru","CESSNA 310 R","VH-TBE"," ","","AUS","Landing","Accident",0,true,false,"","None","C310",false,true,2,"Piston","","[""ARC""]","RS",2014
"""2014-12-12T00:00:00.000Z""","CAF"," Obo-Mission Airstrip","Antonov An-26B","UP-AN608","Burundaiavia","","KAZ","Landing","Accident",0,true,true,false,"","AN28",false,true,2,"Turboprop","","[]","RS",2014
"""2014-12-13T00:00:00.000Z""","IRL"," Brittas House Airfield","Cessna 208B Grand Caravan","N208B","private","","USA","Take-off","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2014
"""2014-12-14T00:00:00.000Z""","COL","Bahia Solano","BAE JETSTREAM3100 3100","HK-4548","Colombia Aerolinea De Antioquia S.A. (Ada)",,"COL","Landing","Accident","",true,true,"","None","JS32",false,true,2,"Turboprop","","[""RE""]","RS",2014
"""2014-12-16T00:00:00.000Z""","","Pacific","B772","N751AN","American",,"USA","","Accident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2014
"""2014-12-17T00:00:00.000Z""","GBR","London, Luton","BOEING 737 800","EI-EBR"," ","","IRL","Unknown","Accident",0,true,true,"","None","B37M",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-12-18T00:00:00.000Z""","MEX","near Champot�n","Learjet 25D","N265TW","T-Air","","USA","Landing","Accident",2,true,true,false,"Fatal","LJ85",false,true,2,"Jet","","[]","RS",2014
"""2014-12-21T00:00:00.000Z""","TWN"," Taitung Airport (TTT)","Dornier 228-212","B-55565","Daily Air","","CHN","Landing","Accident",0,true,true,false,"","D228",false,true,2,"Turboprop","","[]","RS",2014
"""2014-12-22T00:00:00.000Z""","MEX"," Tequesquitengo Airport","DHC-6 Twin Otter 300","XA-UOA","Transportes A�reos Terrestres","","MEX","Unknown","Accident",0,true,false,false,"","DHC6",false,true,2,"Turboprop","","[]","RS",2014
"""2014-12-23T00:00:00.000Z""","","enroute","A333","9V-SSD","Singapore",,"SGP","","Accident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2014
"""2014-12-25T00:00:00.000Z""","","Hattiesburg","CRJ2","N916EV","Expressjet",,"USA","","Accident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2014
"""2014-12-28T00:00:00.000Z""","GUY","within Guyana","BN-2A-26 Islander","8R-GHE","ASL","","GUY","En route","Accident",2,true,false,false,"Fatal","BN2P",false,true,2,"Piston","","[]","LOC-I",2014
"""2014-12-28T00:00:00.000Z""","","Fort Lauderdale","E190","N236JB","Jetblue",,"USA","","Accident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2014
"""2014-12-28T00:00:00.000Z""",,"Over Java Sea (Karimata strait) approximately 115Nm South West of Iskandar Airport (WAOI), Pangkalan Bun,Central Kalimantan - Indonesia.","AIRBUS A320 200","PK-AXC","Malaysia Air Asia Sdn. Bhd.","MYS","IDN","En route","Accident",162,true,true,true,"Fatal","A320",false,true,2,"Jet","","[""LOC-I"",""SCF-NP""]","LOC-I",2014
"""2014-12-28T00:00:00.000Z""","COD","26 km S of Uvira","Antonov An-26","4L-AFS","AG Air","","GEO","En route","Accident",6,true,true,false,"Fatal","AN72",false,true,2,"Jet","","[]","LOC-I",2014
"""2014-12-29T00:00:00.000Z""","BRA","Primavera do Leste Municipality, State of Mato Grosso","AIR TRACTOR AT502 B","PR-AEJ","Brazil Other","","BRA","Manoeuvring","Accident",0,true,false,false,"Minor","AT5T",false,true,1,"Turboprop","","[""LOC-I""]","LOC-I",2014
"""2014-12-30T00:00:00.000Z""","USA"," Roswell International Air Center Airport, NM (ROW)","Cessna 208B Grand Caravan","N950FE","Baron Aviation, opf. FedEx","","USA","Approach","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2014
"""2014-12-30T00:00:00.000Z""","PAK"," Lahore-Allama Iqbal International Airport (LHE)","Boeing 737-4H6","AP-BJN","Shaheen Air","PAK","PAK","Landing","Accident","",true,true,true,"","B37M",false,true,2,"Jet","","[]","RS",2014
"""2014-12-31T00:00:00.000Z""","GBR","Newquay Airport, Cornwall","BEECH B200","G-KVIP"," ","","GBR","","Accident",0,true,false,"","None","BE20",false,true,2,"Turboprop","","[""GCOL""]","RS",2014
