"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2014-01-03T00:00:00.000Z""","USA","Las Vegas","BOEING 737 800","N-8327A","United States Southwest Airlines Co. (San Antonio, Tx)","USA","USA","Landing","Accident","",true,true,true,"Unknown","B37M",false,true,2,"Jet","","[""ARC""]","RS",2014
"""2014-01-04T00:00:00.000Z""","BRA","São José do Xingu Municipality, State of Mato Grosso","AIR TRACTOR AT502 B","PR-PIC","Brazil Other","","BRA","Landing","Accident",0,true,false,"","None","AT5T",false,true,1,"Turboprop","","[""LOC-G""]","RS",2014
"""2014-01-05T00:00:00.000Z""","IND","Jaipur Airport","AIRBUS A320","VT-ESH","India Air India","IND","IND","Landing","Accident","",true,true,true,"None","A320",false,true,2,"Jet","","[""RE""]","RS",2014
"""2014-01-05T00:00:00.000Z""","USA"," Aspen-Pitkin County Airport, CO (ASE)","Canadair CL-600-2B16 Challenger 601-3R","N115WF","Vineland Corporation","","USA","Landing","Accident",1,true,true,false,"Fatal","CL60",false,true,2,"Jet","","[]","RS",2014
"""2014-01-05T00:00:00.000Z""","SAU","Runway 36, Madinah Airport","BOEING 767 300","HS-BKE","Saudi Arabia Saudi Arabian Airlines","SAU","THA","Landing","Accident",0,true,true,true,"None","C17",false,true,4,"Jet","","[""EVAC"",""ARC"",""SCF-NP""]","RS",2014
"""2014-01-07T00:00:00.000Z""","SDN","Aweil","FOKKER","C5-SSA","Sudan ","SDN","GMB","Landing","Accident","",true,true,true,"Unknown","SUNV",false,true,1,"Piston","","[""RE""]","RS",2014
"""2014-01-08T00:00:00.000Z""","CAN","Stephenville","SAAB 340","C-FPAI","Canada Provincial Express Inc.","CAN","CAN","Landing","Accident",0,true,true,true,"Unknown","SF34",false,true,2,"Turboprop","","[""RE""]","RS",2014
"""2014-01-10T00:00:00.000Z""","","Regina","FAIRCHILD","C-FJKK","Canada ","","CAN","Landing","Accident",0,true,true,"","Unknown","SW3",false,true,2,"Turboprop","","[""RE""]","RS",2014
"""2014-01-10T00:00:00.000Z""","MYS","ULU YAM","CESSNA 172 L","9M-RFC","Malaysia Other","","MYS","","Accident",0,false,false,false,"Minor","C172",false,true,1,"Piston","","[""LOC-I""]","LOC-I",2014
"""2014-01-10T00:00:00.000Z""","AFG"," Eastern Afghanistan","Beechcraft 300 King Air (MARSS)","N195AE","US Army","","USA","En route","Accident",3,true,true,false,"Fatal","B350",false,true,2,"Turboprop","","[]","LOC-I",2014
"""2014-01-12T00:00:00.000Z""","BRA","Itaituba Municipality, State of Pará","PIPER PA46 500TP","PR-LAX","Brazil Other","","BRA","Take-off","Accident",0,true,false,"","None","PA47",false,true,1,"Jet","","[""CTOL""]","OTH",2014
"""2014-01-12T00:00:00.000Z""","DEU","Trier-Föhren","CESSNA 501 CITATION","N-452TS","Germany ",,"USA","Approach","Accident",4,true,false,false,"Fatal","C501",false,true,2,"Jet","","[""F-POST"",""CFIT""]","CFIT",2014
"""2014-01-14T00:00:00.000Z""","USA","near Savannah, GA","Gulfstream G200","N720QS","NetJets","","USA","En route","Accident",0,true,true,false,"","GALX",false,true,2,"Jet","","[]","TURB",2014
"""2014-01-14T00:00:00.000Z""","NOR","Sollihøgda","EUROCOPTER EC135 P2","LN-OOI","Norway Norsk Luftambulanse As",,"NOR","Approach","Accident",2,true,false,false,"Fatal","EC35",true,false,2,"Turboprop","","[""CFIT""]","CFIT",2014
"""2014-01-18T00:00:00.000Z""","BRA","Manaus City, State of  Amazonas","BEECH 58 NO SERIES EXISTS","PR-RAU","Brazil Other","","BRA","Landing","Accident",0,true,false,"","None","BE58",false,true,2,"Piston","","[""SCF-NP""]","SCF",2014
"""2014-01-18T00:00:00.000Z""","GUY","4,3 km SSW of Olive Creek","Cessna 208B Grand Caravan","8R-GHS","Trans Guyana Airways","","GUY","En route","Accident",2,true,false,false,"Fatal","C208",false,true,1,"Turboprop","","[]","LOC-I",2014
"""2014-01-18T00:00:00.000Z""","MEX","Aeropuerto de Saltillo","MCDONNELL DOUGLAS","XA-UQM","Mexico Aeronaves Tsm, S.A. De C.V.",,"MEX","Landing","Accident",0,true,true,false,"Minor","HAWK",false,true,1,"Jet","","[""AMAN"",""CABIN"",""ARC"",""RE""]","RS",2014
"""2014-01-20T00:00:00.000Z""","ROU","near Horea village, Cluj county.","BRITTEN NORMAN BN2A","YR-BNP","Romania ",,"ROU","En route","Accident",2,true,false,false,"Fatal","NDIC",false,true,1,"Piston","","[]","LOC-I",2014
"""2014-01-20T00:00:00.000Z""","ETH","17 km NE of Addis Ababa-Bole Airport (ADD)","Antonov An-28","UP-A2805","East Wing","","KAZ","Approach","Accident",0,true,true,false,"","AN32",false,true,2,"Turboprop","","[]","RS",2014
"""2014-01-20T00:00:00.000Z""","ETH","13km from Addis Ababa","ANTONOV AN28","UP-2805","Kazakhstan ","","KAZ","En route","Accident",0,true,true,"","None","AN28",false,true,2,"Turboprop","","[]","TURB",2014
"""2014-01-22T00:00:00.000Z""","DNK","near Roskilde Airport (RKE)","Cessna 500 Citation I","OY-JAI","L'Easy","","DNK","Take-off","Accident",0,true,false,false,"","C500",false,true,2,"Jet","","[]","RS",2014
"""2014-01-22T00:00:00.000Z""","RUS"," Moskva-Domodedovo Airport (DME)","Antonov An-24RV","RA-46473","Pskovavia","RUS","RUS","Landing","Accident",0,true,true,true,"","AN22",false,true,4,"Turboprop","","[]","RS",2014
"""2014-01-24T00:00:00.000Z""","TZA","Pemba Airport","LET L410 UVP","5H-ZAP","Tanzania, United Republic Of ","TZA","TZA","Landing","Accident",0,true,true,true,"None","L410",false,true,2,"Turboprop","","[""RE"",""CTOL""]","RS",2014
"""2014-01-26T00:00:00.000Z""","SLB","Honiara","BOEING 737 300","ZK-TLC","Solomon Islands Pacific Air Express (Solomon Islands) Limited","SLB","NZL","Landing","Accident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2014
"""2014-01-28T00:00:00.000Z""","FRA","Paris","SAAB 2000","HB-IZG","Switzerland Darwin Airline Sa","CHE","CHE","Landing","Accident","",true,true,true,"Unknown","SB20",false,true,2,"Turboprop","","[""SCF-NP"",""ARC""]","RS",2014
"""2014-01-29T00:00:00.000Z""","AUS","Aldinga","PIPER PA31","VH-OFF"," ","","AUS","Take-off","Accident",0,true,false,"","None","PA47",false,true,1,"Jet","","[""SCF-PP""]","SCF",2014
"""2014-01-29T00:00:00.000Z""","GRL","BGJN","DE HAVILLAND DHC8 200","OY-GRI","Denmark Air Greenland A/s","GRL","DNK","Landing","Accident",0,true,true,true,"Minor","VAMP",false,true,1,"Jet","","[""RE""]","RS",2014
"""2014-01-31T00:00:00.000Z""","USA"," Atlanta-William B. Hartsfield International Airport, GA (ATL)","MD-88","N921DL","Delta Air Lines","USA","USA","Standing","Accident",0,true,true,true,"","BE88",false,true,2,"Piston","","[]","RS",2014
"""2014-02-01T00:00:00.000Z""","IDN","Surabaya","BOEING 737 900","PK-LFH","Indonesia Lion Mentari Airlines","IDN","IDN","Landing","Accident",0,true,true,true,"Serious","B37M",false,true,2,"Jet","","[""ARC""]","RS",2014
"""2014-02-01T00:00:00.000Z""","BRA","Sorocaba Municipality, State of São Paulo","CESSNA 208 B","PT-MEO","Brazil Other","","BRA","Taxi","Accident",0,true,false,"","None","C208",false,true,1,"Turboprop","","[""GCOL""]","RS",2014
"""2014-02-02T00:00:00.000Z""","TJK","Kulyab","AIRBUS A320 200","EY-623","Tajikistan ","TJK","TJK","Landing","Accident",0,true,true,true,"Unknown","A320",false,true,2,"Jet","","[""RE""]","RS",2014
"""2014-02-03T00:00:00.000Z""","USA"," Elk City-Regional Business Airport, OK (ELK)","Cessna 525 CitationJet","N61YP","Brink Constructors","","USA","Approach","Accident",0,true,false,false,"","C525",false,true,2,"Jet","","[]","RS",2014
"""2014-02-04T00:00:00.000Z""","CHN","Zengzhou","XIAN","B-3455"," ","CHN","CHN","Unknown","Accident",0,true,true,true,"Unknown","AN24",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2014
"""2014-02-05T00:00:00.000Z""","USA","Memphis","EMBRAER EMB145","N-802HK","United States Trans States Airlines, Inc. D/b/a Trans",,"USA","Landing","Accident","",true,true,"","None","E35L",false,true,2,"Jet","","[""ARC""]","RS",2014
"""2014-02-05T00:00:00.000Z""","","Anadyr","DHC6","RA-67282","Chukotavia",,"RUS","","Accident","",true,false,"","","DHC6",false,true,2,"Turboprop","","[]","",2014
"""2014-02-06T00:00:00.000Z""","RUS"," Anadyr Airport (DYR)","Viking Air DHC-6 Twin Otter 400","RA-67282","Chukotavia","","RUS","Landing","Accident",0,true,false,true,"","DHC6",false,true,2,"Turboprop","","[]","RS",2014
"""2014-02-07T00:00:00.000Z""","","Above Isle of Man","DE HAVILLAND DHC8 400","G-ECOH"," ",,"GBR","En route","Accident","",true,true,"","Serious","DH88",false,true,2,"Piston","","[""TURB""]","TURB",2014
"""2014-02-10T00:00:00.000Z""","BRA","Rio de Janeiro","BOEING 747 400","N-901AR","United States ",,"USA","Manoeuvring","Accident",0,true,true,"","Unknown","B37M",false,true,2,"Jet","","[""RAMP"",""GCOL""]","RS",2014
"""2014-02-10T00:00:00.000Z""","ZAF"," Mala Mala Airport (AAM)","Cessna 208B Supervan 900","ZS-EPZ","Federal Air","","ZAF","Taxi","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2014
"""2014-02-11T00:00:00.000Z""","DZA","near A�n Kercha","Lockheed C-130H-30 Hercules","7T-WHM","Algerian AF","","DZA","Approach","Accident",76,true,true,false,"Fatal","C130",false,true,4,"Turboprop","","[]","CFIT",2014
"""2014-02-12T00:00:00.000Z""","RUS"," Moskva-Vnukovo Airport (VKO)","British Aerospace BAe-125-700B","RA-02801","Sirius-Aero","","RUS","Landing","Accident",0,true,true,false,"","BA11",false,true,2,"Jet","","[]","RS",2014
"""2014-02-12T00:00:00.000Z""","","Nagasaki","DH8B","JA801B","Oriental Air Bridge",,"JPN","","Accident","",true,true,"","","DH8B",false,true,2,"Turboprop","","[]","",2014
"""2014-02-12T00:00:00.000Z""","","Shannon","AT42","EI-BYO,","Arann",,"IRL","","Accident","",true,false,"","","BE55",false,true,2,"Piston","","[]","",2014
"""2014-02-13T00:00:00.000Z""","IDN","EnRoute over Java","AIRBUS A320","9V-JSN","Singapore Jetstar Asia Pte Ltd","","SGP","En route","Accident",0,true,true,"","Unknown","A320",false,true,2,"Jet","","[""OTHR""]","OTH",2014
"""2014-02-15T00:00:00.000Z""","BHS"," Stella Maris-Estate Airstrip (SML)","Cessna 501 Citation I/SP","C-GKPC","Kelly Panteluk Construction","","CAN","Landing","Accident",0,true,false,false,"","C501",false,true,2,"Jet","","[]","RS",2014
"""2014-02-16T00:00:00.000Z""","USA","Baltimore","DOUGLAS DC9 80","N-499AA","United States American Airlines Inc.","","USA","Standing","Accident",0,true,true,"","Unknown","DC3",false,true,2,"Piston","","[""GCOL""]","RS",2014
"""2014-02-16T00:00:00.000Z""","NPL","Dihidanda, Masinalek, Arghakhanchi District of Nepal","DE HAVILLAND DHC6 300","9N-ABB","Nepal ",,"NPL","En route","Accident",18,true,false,true,"Fatal","DH90",false,true,2,"Piston","","[""CFIT"",""F-POST""]","CFIT",2014
"""2014-02-17T00:00:00.000Z""","PRT","Madeira","BOEING 737 800","G-GDFC","United Kingdom Jet2.com Ltd","GBR","GBR","Landing","Accident","",true,true,true,"None","B37M",false,true,2,"Jet","","[""ARC"",""WSTRW""]","RS",2014
"""2014-02-17T00:00:00.000Z""","ARE","Dubai","AIRBUS A321 200","VQ-BOC","Russian Federation ","","BMU","Standing","Accident",0,true,true,false,"Serious","A321",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-02-17T00:00:00.000Z""","","Billings","B737","N23708","United",,"USA","","Accident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2014
"""2014-02-17T00:00:00.000Z""","SSD"," Rubkona Airport","British Aerospace BAe-748-371 Srs. 2B LFD","5Y-HAJ","Global Airlift, opf. IOM","","KEN","Landing","Accident",1,true,true,false,"Fatal","EUFI",false,true,2,"Jet","","[]","RS",2014
"""2014-02-18T00:00:00.000Z""","FRA","AD Toussus-le-Noble (78)","CESSNA 340","N876DT","France ",,"USA","Landing","Accident",0,true,false,"","None","C340",false,true,2,"Piston","","[""SCF-NP"",""RE""]","RS",2014
"""2014-02-19T00:00:00.000Z""","USA","ca 2 km W of Pearland Regional Airport, TX","Beechcraft B100 King Air","N811BL","TDC Aviation","","USA","Approach","Accident",1,true,false,false,"Fatal","B350",false,true,2,"Turboprop","","[]","CFIT",2014
"""2014-02-20T00:00:00.000Z""","AUS","Near Sydney","ATR ATR72 200","VH-FVR","Australia ","AUS","AUS","En route","Accident","",true,true,true,"Serious","M200",false,true,1,"Piston","","[""TURB""]","TURB",2014
"""2014-02-21T00:00:00.000Z""","GBR","Gloucestershire Airport","AVIONS ROBIN","G-BBCH"," ","","GBR","En route","Accident",0,false,false,"","None","ION",false,true,1,"Piston","","[""FUEL""]","OTH",2014
"""2014-02-21T00:00:00.000Z""","TUN","near Grombalia","Antonov An-26","5A-DOW","Libyan Air Cargo","","LBY","Approach","Accident",11,true,true,false,"Fatal","AN72",false,true,2,"Jet","","[]","CFIT",2014
"""2014-02-22T00:00:00.000Z""","PRT","Terceira","BOEING 737 800","OK-TVT","Czech Republic Travel Service, a.s.",,"CZE","Landing","Accident","",true,true,"","None","B37M",false,true,2,"Jet","","[""ARC"",""WSTRW""]","RS",2014
"""2014-02-24T00:00:00.000Z""","ESP","Toledo","AEROSPATIALE AS355","EC-FTX","Spain Coyotair, S.A.","","ESP","Unknown","Accident",0,true,false,"","None","AS55",true,false,2,"Turboprop","","[""UNK""]","UNK",2014
"""2014-02-25T00:00:00.000Z""","AGO","Lucapa","EMBRAER EMB120","D2-FFZ"," ",,"AGO","Landing","Accident",0,true,true,false,"Unknown","E120",false,true,2,"Turboprop","","[""RE""]","RS",2014
"""2014-02-26T00:00:00.000Z""","AUS","Near Chinchilla","AYRES S2R T","VH-WBE"," ","","AUS","Manoeuvring","Accident",0,true,false,"","None","A660",false,true,1,"Turboprop","","[""LALT""]","OTH",2014
"""2014-02-27T00:00:00.000Z""","CAN","Winnipeg","BOEING 737 300","C-GICN","Canada ","CAN","CAN","Take-off","Accident",0,true,true,true,"Unknown","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2014
"""2014-02-28T00:00:00.000Z""","GBR","Stone Hill","","G-GSMT"," ","","GBR","Approach","Accident",0,true,true,"","None","TRMA",false,true,3,"Piston","","[""BIRD""]","RS",2014
"""2014-03-01T00:00:00.000Z""","GBR","Easterton Airfield","","G-MYRG"," ","","GBR","Landing","Accident",0,true,false,"","None","C208",false,true,1,"Turboprop","","[""ARC""]","RS",2014
"""2014-03-03T00:00:00.000Z""","IRN","4 km E off Kish Island Airport (KIH)","Dassault Falcon 20E","EP-FIC","Iran Aseman Airlines, opf. Iran Civil Aviation Organization","","IRN","Approach","Accident",4,true,true,false,"Fatal","FA20",false,true,2,"Jet","","[]","CFIT",2014
"""2014-03-04T00:00:00.000Z""","ARG","Buenos Aires","AIRBUS A320 200","LV-BET","Argentina ",,"ARG","Standing","Accident",0,true,true,"","Unknown","A320",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-03-05T00:00:00.000Z""","ARG","SABE","BOEING 737 800","PR-GGD","Brazil ","","BRA","Taxi","Accident",0,true,true,"","None","B37M",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-03-05T00:00:00.000Z""","GBR","Shoreham","CESSNA 152","G-BFRV"," ","","GBR","Landing","Accident",0,false,false,"","None","C152",false,true,1,"Piston","","[""RE""]","RS",2014
"""2014-03-08T00:00:00.000Z""",,"Unknown","BOEING 777 200","9M-MRO","Malaysia Malaysian Airlines System","MYS","MYS","Unknown","Accident",239,true,true,true,"Fatal","B37M",false,true,2,"Jet","","[""UNK""]","UNK",2014
"""2014-03-09T00:00:00.000Z""","","EnRoute KRKEDI","BOEING 737 800","EI-EKB","Ireland Ryanair","IRL","IRL","En route","Accident",0,true,true,true,"Serious","B37M",false,true,2,"Jet","","[""TURB""]","TURB",2014
"""2014-03-09T00:00:00.000Z""",,"Churchill","ATR ATR42 300","C-FJYV","Canada Calm Air","CAN","CAN","Taxi","Accident",0,true,true,true,"None","AT44",false,true,2,"Turboprop","","[""SCF-NP"",""EVAC""]","SCF",2014
"""2014-03-09T00:00:00.000Z""","","Geneva","A321","HB-IOC","Swiss",,"CHE","","Accident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2014
"""2014-03-10T00:00:00.000Z""","ARG"," San Fernando, BA","Learjet 35A","LV-ZSZ","","","ARG","Approach","Accident",0,true,true,false,"","LJ35",false,true,2,"Jet","","[]","RS",2014
"""2014-03-12T00:00:00.000Z""","MMR","Pathein","DIAMOND DA40","XY-AJF"," ","","MMR","Landing","Accident",0,false,false,"","Unknown","DA40",false,true,1,"Piston","","[""ARC""]","RS",2014
"""2014-03-12T00:00:00.000Z""","COL","Villavicencio","BEECH C90","HK-4921","Colombia ",,"COL","En route","Accident",5,true,false,"","Fatal","BE9L",false,true,2,"Turboprop","","[""F-POST"",""USOS"",""SCF-PP""]","RS",2014
"""2014-03-13T00:00:00.000Z""","GBR","Gillingham","AGUSTA","G-LBAL","United Kingdom ","","GBR","Take-off","Accident",4,true,true,false,"Fatal","B412",true,false,2,"Turboprop","","[""UNK""]","UNK",2014
"""2014-03-13T00:00:00.000Z""","USA","Philadelphia","AIRBUS A320 200","N-113UW","United States Us Airways","USA","USA","Take-off","Accident","",true,true,true,"None","A320",false,true,2,"Jet","","[""SCF-NP""]","SCF",2014
"""2014-03-16T00:00:00.000Z""","USA"," Zephyrhills Airport, FL (ZPH)","Cessna 500 Citation I","N125DS","JJ Aeronautics","","USA","Landing","Accident",0,true,false,false,"","C500",false,true,2,"Jet","","[]","RS",2014
"""2014-03-18T00:00:00.000Z""","AUS","YSSY","AIRBUS A330 200","DQ-FJV","Fiji ","FJI","FJI","Landing","Accident",0,true,true,true,"Minor","BE20",false,true,2,"Turboprop","","[""ARC""]","RS",2014
"""2014-03-18T00:00:00.000Z""","GBR","Compton","PIPER PA28 181","G-BHWZ"," ","","GBR","Landing","Accident",0,false,false,"","Minor","PA47",false,true,1,"Jet","","[""SCF-NP""]","SCF",2014
"""2014-03-18T00:00:00.000Z""","JPN","Tokyo","AIRBUS A340 600","D-AIHR","Germany Deutsche Lufthansa Aktiengesellschaft","","DEU","Landing","Accident",0,true,true,"","None","A20N",false,true,2,"Jet","","[""ARC""]","RS",2014
"""2014-03-24T00:00:00.000Z""","GBR","North Coates","","G-ONFL"," ",,"GBR","Landing","Accident",0,true,false,"","None","SJET",false,true,1,"Jet","","[""LOC-G"",""RE""]","RS",2014
"""2014-03-26T00:00:00.000Z""","MYS","N of Kuala Lumpur-Sultan Abdul Aziz Shah Airport (SZB)","ATR 72-212A (ATR 72-600)","9M-LMH","Malindo Airways","MYS","MYS","En route","Accident","",true,true,true,"","E35L",false,true,2,"Jet","","[]","TURB",2014
"""2014-03-27T00:00:00.000Z""","FIN","Nummela","JODEL D18","OH-XAC"," ","","FIN","Take-off","Accident",1,false,false,"","Fatal","D18",false,true,1,"Piston","","[""LOC-I""]","LOC-I",2014
"""2014-03-27T00:00:00.000Z""","IND","Chandigarh Airport","BEECH 200","VT-HRA"," ",,"IND","Take-off","Accident",0,true,true,false,"None","BE20",false,true,2,"Turboprop","","[""CFIT""]","CFIT",2014
"""2014-03-28T00:00:00.000Z""","BRA","Brasilia","FOKKER","PR-OAF"," ","DEU","BRA","Landing","Accident","",true,true,true,"Unknown","D8",false,true,1,"Piston","","[""UNK""]","UNK",2014
"""2014-03-31T00:00:00.000Z""","JAM","Kingston","EMBRAER ERJ190","N-267JB","United States Jetblue Airways Corporation (New York, Ny)",,"USA","En route","Accident","",true,true,"","Serious","E190",false,true,2,"Jet","","[""F-NI"",""EVAC""]","F-NI",2014
"""2014-04-01T00:00:00.000Z""","AUS","West Moree","AIR TRACTOR AT502 B","VH-ESP"," ","","AUS","Take-off","Accident",0,true,false,false,"None","AT5T",false,true,1,"Turboprop","","[""SCF-PP""]","SCF",2014
"""2014-04-07T00:00:00.000Z""","FRA","AD Narbonne (11)","GRUMMAN G164 B","F-GSYB","France ",,"FRA","Take-off","Accident",0,true,false,"","Serious","G64T",false,true,1,"Turboprop","","[""F-POST"",""LALT""]","OTH",2014
"""2014-04-07T00:00:00.000Z""","BRA","Arapongas Municipality, State of Paraná","BEECH 95","PT-IHS","Brazil Other",,"BRA","Landing","Accident",0,true,false,false,"None","BE95",false,true,2,"Piston","","[""LOC-G""]","RS",2014
"""2014-04-08T00:00:00.000Z""","ISR","Tel Aviv","AIRBUS A320 200","F-GKXP","France Air France","","FRA","Standing","Accident",0,true,true,"","Unknown","A320",false,true,2,"Jet","","[""GCOL""]","RS",2014
"""2014-04-08T00:00:00.000Z""","USA","ca 60 km SE of Bethel, AK","Cessna 208B Grand Caravan","N126AR","Hageland Aviation Services","","USA","En route","Accident",2,true,false,false,"Fatal","C208",false,true,1,"Turboprop","","[]","LOC-I",2014
"""2014-04-09T00:00:00.000Z""","GBR","Stonehaven","PIPER PA31 350","N-66886"," ","","USA","En route","Accident",0,true,false,"","None","PA47",false,true,1,"Jet","","[""SCF-PP""]","SCF",2014
"""2014-04-09T00:00:00.000Z""","IDN","Doyo Baru Airstrip","","PK-SDF","Indonesia ","","IDN","Take-off","Accident",2,true,false,false,"Fatal","MS30",false,true,1,"Piston","","[""CFIT""]","CFIT",2014
"""2014-04-11T00:00:00.000Z""","TZA","Julius Nyerere Intl. airport, Dar es Salaam","EMBRAER ERJ190 100IGW","5Y-FFC","Kenya Kenya Airways Ltd.","KEN","KEN","Landing","Accident",0,true,true,true,"Serious","E190",false,true,2,"Jet","","[""RE""]","RS",2014
"""2014-04-14T00:00:00.000Z""","MMR"," Yangon-Mingaladon Airport (RGN)","Airbus A319-112","XY-AGR","Myanmar Airways International","","MMR","Standing","Accident",0,true,true,false,"","A319",false,true,2,"Jet","","[]","RS",2014
"""2014-04-14T00:00:00.000Z""","MMR"," Yangon-Mingaladon Airport (RGN)","Airbus A320-232","XY-AGT","Golden Myanmar Airlines","","MMR","","Accident",0,true,true,false,"","A320",false,true,2,"Jet","","[]","",2014
"""2014-04-17T00:00:00.000Z""","","Undetermined","BOMBARDIER BD700 1A10","CS-GLB"," ","","PRT","Unknown","Accident",0,true,true,"","None","GLEX",false,true,2,"Jet","","[""UNK""]","UNK",2014
"""2014-04-19T00:00:00.000Z""","FRA","AD Paris Charles de Gaulle","EMBRAER ERJ190","F-HBLF","France Régional CAE","FRA","FRA","Taxi","Accident",0,true,true,true,"None","E190",false,true,2,"Jet","","[""RAMP"",""ATM""]","RS",2014
"""2014-04-19T00:00:00.000Z""","MEX","1055m de cabecera 17 del aeropuerto de Saltillo","HAWKER SIDDELEY HS125 700","XA-UKR","Mexico Lineas Aereas Comerciales, S.A. De C.V.",,"MEX","Approach","Accident",8,true,true,false,"Fatal","HAWK",false,true,1,"Jet","","[]","CFIT",2014
"""2014-04-20T00:00:00.000Z""","SOM","Guri'el Airstrip","FOKKER F27 M","5Y-VVJ","Kenya ",,"KEN","Unknown","Accident","",true,true,"","None","F27",false,true,2,"Turboprop","","[""RE""]","RS",2014
"""2014-04-20T00:00:00.000Z""","FIN","Jämijärvi Airfield","","OH-XDZ","Finland ",,"FIN","Manoeuvring","Accident",8,true,false,"","Fatal","TRMA",false,true,3,"Piston","","[""SCF-PP"",""LOC-I"",""F-POST""]","LOC-I",2014
"""2014-04-22T00:00:00.000Z""","LBR","6 miles from James Spiggs Payne Airprt","MIL MI8 AMT","RA-22426","Russian Federation ","","RUS","En route","Accident",0,true,true,false,"Unknown","MI8",true,false,2,"Turboprop","","[""LOC-I""]","LOC-I",2014
"""2014-04-22T00:00:00.000Z""","BRA","São Desidério Municipality, State of Bahia","AIR TRACTOR AT502 B","PR-VAJ","Brazil Other",,"BRA","Manoeuvring","Accident",0,true,false,false,"None","AT5T",false,true,1,"Turboprop","","[""LOC-I""]","LOC-I",2014
"""2014-04-23T00:00:00.000Z""","PNG"," Kikori Airport (KRI)","PADC/Pilatus BN-2T Islander","P2-SBC","Sunbird Aviation","","PNG","Landing","Accident",0,true,false,false,"","BN2P",false,true,2,"Piston","","[]","RS",2014
"""2014-04-27T00:00:00.000Z""","","Luanda","A333","OO-SFN","Brussels","","BEL","","Accident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2014
"""2014-04-27T00:00:00.000Z""","","New York","B738","N815NN","American","","USA","","Accident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2014
"""2014-04-28T00:00:00.000Z""","USA","Treverse City","EMBRAER EMB140","N-299SK","United States Chautauqua Airlines (Jamestown, Ny)","","USA","Approach","Accident",0,true,true,"","Unknown","E195",false,true,2,"Jet","","[""BIRD""]","RS",2014
"""2014-04-28T00:00:00.000Z""","AUS","Darwin","BEECH 58 A","VH-AKG","Australia ","","AUS","Approach","Accident",0,true,false,false,"None","BE58",false,true,2,"Piston","","[""SCF-NP""]","SCF",2014
"""2014-04-29T00:00:00.000Z""","GBR","East Midlands airport","BOEING 737 400","EI-STD","Ireland Air Contractors",,"IRL","Landing","Accident","",true,true,"","None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2014
"""2014-04-29T00:00:00.000Z""","NGA"," Lagos-Murtala Muhammed International Airport (LOS)","DHC-8-402Q Dash 8","5N-BPT","Aerocontractors","NGA","NGA","Standing","Accident",0,true,true,true,"","DH8A",false,true,2,"Turboprop","","[]","RS",2014
"""2014-04-29T00:00:00.000Z""","JPN","10,600 ft over Ishioka City","EMBRAER ERJ170 100","JA211J","Japan ","JPN","JPN","Approach","Accident","",true,true,true,"Serious","E50P",false,true,2,"Jet","","[""TURB""]","TURB",2014
"""2014-04-29T00:00:00.000Z""","","enroute","B752","N936UW","US Airways",,"USA","","Accident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2014
"""2014-04-30T00:00:00.000Z""","PNG","Hambuke","BELL 212","P2-IHP","Papua New Guinea ",,"PNG","En route","Accident",0,true,false,"","None","B212",true,false,2,"Turboprop","","[""SCF-PP"",""ARC""]","RS",2014
"""2014-05-01T00:00:00.000Z""","GUF","AD Maripasoula","AEROSPATIALE SA365 N","F-GVFE","France Hélicoptères de France",,"FRA","Landing","Accident",0,true,false,"","None","ALO3",true,false,1,"Turboprop","","[""ARC""]","RS",2014
"""2014-05-04T00:00:00.000Z""","","Philadelphia","A332","N287AY","US Airways",,"USA","","Accident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2014
"""2014-05-08T00:00:00.000Z""","GHA","3.93 NM from Takoradi Shore","AEROSPATIALE AS365","TU-HAA","Ghana ","","CIV","En route","Accident",3,true,false,false,"Fatal","AS65",true,false,2,"Turboprop","","[""LOC-I""]","LOC-I",2014
"""2014-05-08T00:00:00.000Z""","COL","45 km N of San Vicente del Cagu�n","DOUGLAS DC3 CS1C3G","HK-4700"," ",,"COL","En route","Accident",5,true,true,"","Fatal","DC3",false,true,2,"Piston","","[""UIMC"",""F-POST"",""CFIT""]","CFIT",2014
"""2014-05-08T00:00:00.000Z""","AFG","Kabul","BOEING 737 400","YA-PIB","Afghanistan Ariana Afghan Airlines","AFG","AFG","Landing","Accident","",true,true,true,"Minor","B37M",false,true,2,"Jet","","[""USOS""]","RS",2014
